Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jan 24, 2020;12:00 AM;1,225;358;776;749;0;50;2,024;3,747;3,469;2,244;32;301
Jan 24, 2020;12:15 AM;1,222;358;756;781;0;50;2,023;3,737;3,367;2,247;28;301
Jan 24, 2020;12:30 AM;1,224;349;744;799;0;50;2,023;3,739;3,270;2,245;8;300
Jan 24, 2020;12:45 AM;1,223;350;755;820;0;50;2,023;3,726;3,160;2,247;5;301
Jan 24, 2020;1:00 AM;1,220;351;729;829;0;50;2,024;3,729;3,077;2,284;20;301
Jan 24, 2020;1:15 AM;1,213;347;732;831;0;50;2,024;3,686;2,984;2,305;6;300
Jan 24, 2020;1:30 AM;1,220;346;711;853;0;50;2,024;3,665;2,930;2,290;6;300
Jan 24, 2020;1:45 AM;1,216;345;681;865;0;50;2,020;3,624;2,876;2,228;5;300
Jan 24, 2020;2:00 AM;1,219;347;662;880;0;50;2,022;3,586;2,797;2,209;6;300
Jan 24, 2020;2:15 AM;1,219;345;673;899;0;50;2,024;3,584;2,745;2,208;6;300
Jan 24, 2020;2:30 AM;1,221;343;655;936;0;50;2,022;3,579;2,705;2,205;10;300
Jan 24, 2020;2:45 AM;1,226;361;638;961;0;50;2,022;3,585;2,686;2,222;21;300
Jan 24, 2020;3:00 AM;1,225;369;641;993;0;50;2,024;3,560;2,646;2,235;25;300
Jan 24, 2020;3:15 AM;1,225;358;652;976;0;50;2,024;3,529;2,625;2,244;13;301
Jan 24, 2020;3:30 AM;1,218;375;662;982;0;50;2,023;3,466;2,660;2,234;24;301
Jan 24, 2020;3:45 AM;1,219;365;682;1,013;0;50;2,023;3,467;2,716;2,225;12;300
Jan 24, 2020;4:00 AM;1,218;363;717;1,028;0;50;2,024;3,490;2,764;2,236;11;301
Jan 24, 2020;4:15 AM;1,221;364;733;1,034;0;50;2,023;3,490;2,799;2,234;11;302
Jan 24, 2020;4:30 AM;1,220;372;750;1,045;0;50;2,023;3,494;2,854;2,244;12;301
Jan 24, 2020;4:45 AM;1,216;383;768;1,079;0;50;2,024;3,517;2,947;2,275;12;300
Jan 24, 2020;5:00 AM;1,220;373;802;1,112;0;50;2,020;3,522;3,105;2,377;10;300
Jan 24, 2020;5:15 AM;1,221;375;834;1,096;0;50;2,023;3,562;3,190;2,428;12;300
Jan 24, 2020;5:30 AM;1,223;376;839;1,130;0;50;2,024;3,575;3,340;2,438;12;300
Jan 24, 2020;5:45 AM;1,216;376;857;1,163;0;50;2,023;3,601;3,516;2,483;12;301
Jan 24, 2020;6:00 AM;1,226;356;875;1,192;0;50;2,019;3,601;3,765;2,582;55;301
Jan 24, 2020;6:15 AM;1,227;344;878;1,212;0;50;2,023;3,651;3,969;2,716;137;301
Jan 24, 2020;6:30 AM;1,220;361;909;1,262;0;50;2,023;3,677;4,099;2,790;137;303
Jan 24, 2020;6:45 AM;1,218;370;897;1,287;0;50;2,022;3,697;4,157;2,870;240;301
Jan 24, 2020;7:00 AM;1,221;354;873;1,319;0;50;2,021;3,692;4,198;2,925;269;303
Jan 24, 2020;7:15 AM;1,215;378;861;1,324;0;50;2,022;3,718;4,216;2,924;420;303
Jan 24, 2020;7:30 AM;1,217;380;851;1,348;0;50;2,023;3,730;4,227;2,922;618;309
Jan 24, 2020;7:45 AM;1,216;377;837;1,363;0;50;2,023;3,730;4,237;2,940;751;335
Jan 24, 2020;8:00 AM;1,215;377;784;1,351;13;50;2,022;3,734;4,254;2,961;1,082;341
Jan 24, 2020;8:15 AM;1,219;375;767;1,402;70;50;2,022;3,758;4,256;2,973;1,192;349
Jan 24, 2020;8:30 AM;1,221;367;738;1,394;169;50;2,022;3,758;4,255;2,964;1,262;345
Jan 24, 2020;8:45 AM;1,220;377;732;1,339;305;50;2,021;3,763;4,258;2,953;1,245;336
Jan 24, 2020;9:00 AM;1,218;384;747;1,288;449;50;2,022;3,762;4,261;2,939;1,238;318
Jan 24, 2020;9:15 AM;1,218;378;779;1,259;604;50;2,021;3,758;4,257;2,947;1,154;302
Jan 24, 2020;9:30 AM;1,229;373;804;1,259;763;50;2,021;3,758;4,253;2,947;1,035;301
Jan 24, 2020;9:45 AM;1,226;349;825;1,242;953;50;2,021;3,756;4,252;2,941;853;300
Jan 24, 2020;10:00 AM;1,227;358;801;1,220;1,139;50;2,021;3,762;4,258;2,911;772;306
Jan 24, 2020;10:15 AM;1,225;355;809;1,167;1,328;50;2,022;3,760;4,256;2,882;645;337
Jan 24, 2020;10:30 AM;1,218;348;804;1,116;1,504;50;2,022;3,757;4,222;2,848;540;368
Jan 24, 2020;10:45 AM;1,227;342;807;1,076;1,644;50;2,024;3,765;4,214;2,803;543;389
Jan 24, 2020;11:00 AM;1,229;360;804;1,068;1,835;50;2,024;3,754;4,237;2,772;787;394
Jan 24, 2020;11:15 AM;1,229;357;815;1,043;1,988;50;2,023;3,752;4,264;2,784;633;386
Jan 24, 2020;11:30 AM;1,227;361;798;1,037;2,107;50;2,023;3,760;4,266;2,768;512;387
Jan 24, 2020;11:45 AM;1,227;358;804;1,042;2,204;50;2,023;3,744;4,269;2,759;405;391
Jan 24, 2020;12:00 PM;1,222;366;838;1,048;2,315;50;2,022;3,743;4,271;2,760;402;390
Jan 24, 2020;12:15 PM;1,224;355;876;1,085;2,355;50;2,022;3,719;4,267;2,767;288;387
Jan 24, 2020;12:30 PM;1,227;348;917;1,110;2,390;50;2,022;3,713;4,244;2,756;280;386
Jan 24, 2020;12:45 PM;1,224;335;952;1,146;2,405;50;2,021;3,729;4,205;2,753;219;388
Jan 24, 2020;1:00 PM;1,228;343;981;1,170;2,371;50;2,021;3,738;4,173;2,735;180;390
Jan 24, 2020;1:15 PM;1,229;340;983;1,217;2,333;50;2,021;3,732;4,155;2,736;165;388
Jan 24, 2020;1:30 PM;1,229;350;952;1,249;2,257;50;2,021;3,736;4,149;2,729;121;389
Jan 24, 2020;1:45 PM;1,223;341;950;1,251;2,143;50;2,020;3,708;4,157;2,735;81;388
Jan 24, 2020;2:00 PM;1,225;350;975;1,285;2,010;50;2,020;3,709;4,189;2,729;146;388
Jan 24, 2020;2:15 PM;1,224;361;983;1,292;1,839;50;2,021;3,710;4,203;2,763;178;389
Jan 24, 2020;2:30 PM;1,225;361;992;1,302;1,650;50;2,021;3,708;4,226;2,771;197;386
Jan 24, 2020;2:45 PM;1,227;361;973;1,321;1,451;50;2,021;3,703;4,234;2,794;210;388
Jan 24, 2020;3:00 PM;1,228;363;967;1,311;1,231;50;2,020;3,703;4,219;2,870;181;389
Jan 24, 2020;3:15 PM;1,223;364;972;1,320;989;50;2,020;3,694;4,190;2,945;220;390
Jan 24, 2020;3:30 PM;1,224;374;927;1,344;756;50;2,020;3,690;4,205;2,955;380;388
Jan 24, 2020;3:45 PM;1,225;369;878;1,370;547;50;2,020;3,693;4,243;2,959;535;384
Jan 24, 2020;4:00 PM;1,225;361;864;1,404;355;50;2,020;3,694;4,269;2,955;397;389
Jan 24, 2020;4:15 PM;1,227;371;841;1,439;189;50;2,020;3,693;4,280;2,979;410;389
Jan 24, 2020;4:30 PM;1,225;371;848;1,444;81;50;2,020;3,701;4,284;3,001;503;390
Jan 24, 2020;4:45 PM;1,223;391;836;1,436;22;50;2,020;3,708;4,296;3,021;710;388
Jan 24, 2020;5:00 PM;1,227;372;807;1,464;1;50;2,020;3,699;4,320;3,029;698;389
Jan 24, 2020;5:15 PM;1,227;391;782;1,484;0;50;2,020;3,703;4,315;3,020;965;384
Jan 24, 2020;5:30 PM;1,225;400;775;1,499;0;50;2,020;3,695;4,316;3,038;1,144;381
Jan 24, 2020;5:45 PM;1,224;395;748;1,524;0;50;2,020;3,702;4,318;3,026;1,175;386
Jan 24, 2020;6:00 PM;1,231;374;732;1,543;0;50;2,020;3,698;4,311;3,021;954;387
Jan 24, 2020;6:15 PM;1,227;370;729;1,554;0;50;2,020;3,696;4,304;3,027;825;385
Jan 24, 2020;6:30 PM;1,226;367;732;1,579;0;50;2,021;3,694;4,286;3,019;723;385
Jan 24, 2020;6:45 PM;1,227;367;736;1,603;0;50;2,021;3,698;4,272;3,003;639;389
Jan 24, 2020;7:00 PM;1,232;383;747;1,649;0;50;2,021;3,697;4,255;2,981;935;381
Jan 24, 2020;7:15 PM;1,233;373;760;1,656;0;50;2,021;3,690;4,228;2,954;797;380
Jan 24, 2020;7:30 PM;1,235;372;740;1,639;0;50;2,021;3,692;4,165;2,903;726;389
Jan 24, 2020;7:45 PM;1,235;350;714;1,664;0;50;2,022;3,699;4,131;2,862;628;392
Jan 24, 2020;8:00 PM;1,236;364;703;1,664;0;50;2,022;3,707;4,100;2,788;583;392
Jan 24, 2020;8:15 PM;1,232;351;730;1,650;0;50;2,021;3,686;4,064;2,706;402;391
Jan 24, 2020;8:30 PM;1,235;343;710;1,687;0;50;2,021;3,685;4,000;2,621;165;390
Jan 24, 2020;8:45 PM;1,236;346;725;1,686;0;50;2,021;3,665;3,928;2,487;126;393
Jan 24, 2020;9:00 PM;1,236;352;737;1,673;0;50;2,021;3,637;3,826;2,343;155;393
Jan 24, 2020;9:15 PM;1,236;353;738;1,709;0;50;2,020;3,631;3,792;2,294;105;392
Jan 24, 2020;9:30 PM;1,234;346;742;1,738;0;50;2,021;3,629;3,719;2,240;29;392
Jan 24, 2020;9:45 PM;1,237;342;748;1,744;0;50;2,020;3,598;3,621;2,231;22;391
Jan 24, 2020;10:00 PM;1,237;367;749;1,709;0;50;2,022;3,583;3,553;2,212;108;390
Jan 24, 2020;10:15 PM;1,234;352;763;1,691;0;50;2,019;3,555;3,471;2,204;123;391
Jan 24, 2020;10:30 PM;1,233;348;780;1,698;0;50;2,021;3,569;3,312;2,154;81;391
Jan 24, 2020;10:45 PM;1,237;355;774;1,702;0;50;2,020;3,575;3,077;2,138;71;392
Jan 24, 2020;11:00 PM;1,241;378;760;1,695;0;50;2,022;3,576;2,934;2,125;35;389
Jan 24, 2020;11:15 PM;1,235;359;782;1,650;0;49;2,021;3,566;2,801;2,121;30;391
Jan 24, 2020;11:30 PM;1,237;356;811;1,620;0;49;2,021;3,571;2,571;2,115;49;392
Jan 24, 2020;11:45 PM;1,238;351;805;1,618;0;50;2,019;3,554;2,493;2,070;33;391
Jan 25, 2020;12:00 AM;1,235;367;804;1,594;0;50;2,022;3,570;2,420;2,099;95;390
Jan 25, 2020;12:15 AM;1,234;359;808;1,580;0;49;2,023;3,565;2,264;2,126;85;388
Jan 25, 2020;12:30 AM;1,232;356;803;1,551;0;50;2,022;3,583;2,157;2,100;53;389
Jan 25, 2020;12:45 AM;1,230;360;800;1,560;0;50;2,021;3,594;2,045;2,104;40;390
Jan 25, 2020;1:00 AM;1,226;356;765;1,560;0;48;2,024;3,637;2,004;2,032;29;387
Jan 25, 2020;1:15 AM;1,222;347;743;1,548;0;48;2,024;3,645;1,961;2,047;20;386
Jan 25, 2020;1:30 AM;1,223;348;709;1,521;0;48;2,023;3,659;1,905;2,039;22;385
Jan 25, 2020;1:45 AM;1,230;348;685;1,528;0;48;2,022;3,645;1,884;2,056;14;386
Jan 25, 2020;2:00 AM;1,227;359;676;1,520;0;48;2,024;3,622;1,884;2,075;21;387
Jan 25, 2020;2:15 AM;1,224;357;673;1,528;0;48;2,022;3,616;1,875;2,075;16;387
Jan 25, 2020;2:30 AM;1,224;357;662;1,504;0;48;2,023;3,621;1,896;2,047;6;389
Jan 25, 2020;2:45 AM;1,224;346;649;1,497;0;47;2,022;3,622;1,903;2,031;6;390
Jan 25, 2020;3:00 AM;1,220;343;626;1,485;0;47;2,023;3,617;1,915;2,000;9;388
Jan 25, 2020;3:15 AM;1,223;343;622;1,503;0;47;2,023;3,625;1,904;2,009;8;387
Jan 25, 2020;3:30 AM;1,219;346;628;1,495;0;47;2,023;3,628;1,894;1,997;6;388
Jan 25, 2020;3:45 AM;1,219;350;628;1,477;0;47;2,023;3,620;1,854;2,003;7;388
Jan 25, 2020;4:00 AM;1,222;351;613;1,466;0;47;2,023;3,617;1,804;1,968;7;390
Jan 25, 2020;4:15 AM;1,218;352;582;1,419;0;48;2,022;3,623;1,786;1,997;11;389
Jan 25, 2020;4:30 AM;1,219;354;572;1,362;0;47;2,024;3,625;1,803;1,950;10;390
Jan 25, 2020;4:45 AM;1,216;351;565;1,324;0;47;2,024;3,620;1,812;1,982;14;390
Jan 25, 2020;5:00 AM;1,218;349;558;1,287;0;47;2,024;3,630;1,795;1,986;12;388
Jan 25, 2020;5:15 AM;1,216;340;555;1,246;0;47;2,025;3,629;1,803;1,982;7;390
Jan 25, 2020;5:30 AM;1,217;344;560;1,214;0;47;2,025;3,646;1,780;1,994;12;388
Jan 25, 2020;5:45 AM;1,217;344;560;1,245;0;47;2,024;3,663;1,769;2,012;6;389
Jan 25, 2020;6:00 AM;1,218;346;578;1,237;0;47;2,023;3,664;1,810;1,985;15;383
Jan 25, 2020;6:15 AM;1,216;343;596;1,221;0;47;2,024;3,673;1,891;2,006;41;388
Jan 25, 2020;6:30 AM;1,213;355;616;1,194;0;48;2,024;3,673;1,968;2,017;17;388
Jan 25, 2020;6:45 AM;1,215;341;613;1,188;0;48;2,023;3,674;2,064;2,037;55;389
Jan 25, 2020;7:00 AM;1,219;330;627;1,182;0;48;2,019;3,667;2,105;2,130;19;389
Jan 25, 2020;7:15 AM;1,222;340;637;1,176;0;49;2,023;3,693;2,207;2,143;19;389
Jan 25, 2020;7:30 AM;1,222;333;633;1,145;0;50;2,023;3,703;2,327;2,183;63;392
Jan 25, 2020;7:45 AM;1,221;338;662;1,100;0;50;2,023;3,713;2,450;2,208;215;393
Jan 25, 2020;8:00 AM;1,222;330;686;1,082;13;50;2,020;3,701;2,590;2,206;136;392
Jan 25, 2020;8:15 AM;1,226;332;696;1,073;51;50;2,023;3,708;2,672;2,211;208;393
Jan 25, 2020;8:30 AM;1,225;332;700;1,040;108;50;2,024;3,700;2,732;2,208;455;395
Jan 25, 2020;8:45 AM;1,224;341;685;1,005;187;50;2,024;3,708;2,752;2,201;541;394
Jan 25, 2020;9:00 AM;1,224;343;674;975;291;50;2,023;3,727;2,715;2,216;637;393
Jan 25, 2020;9:15 AM;1,222;347;674;944;392;50;2,024;3,744;2,717;2,223;664;391
Jan 25, 2020;9:30 AM;1,232;348;679;926;510;50;2,024;3,738;2,722;2,161;807;392
Jan 25, 2020;9:45 AM;1,230;346;671;940;649;50;2,024;3,717;2,734;2,116;843;389
Jan 25, 2020;10:00 AM;1,232;347;663;937;766;50;2,025;3,716;2,731;2,107;1,058;386
Jan 25, 2020;10:15 AM;1,231;354;657;918;873;50;2,024;3,712;2,736;2,119;939;392
Jan 25, 2020;10:30 AM;1,232;355;644;892;975;50;2,025;3,710;2,737;2,111;907;393
Jan 25, 2020;10:45 AM;1,231;367;667;876;1,086;50;2,024;3,708;2,746;2,124;781;392
Jan 25, 2020;11:00 AM;1,232;363;709;863;1,178;50;2,025;3,680;2,760;2,111;466;391
Jan 25, 2020;11:15 AM;1,232;364;740;875;1,237;50;2,025;3,676;2,762;2,113;427;392
Jan 25, 2020;11:30 AM;1,230;364;772;844;1,303;50;2,024;3,691;2,762;2,109;402;391
Jan 25, 2020;11:45 AM;1,230;342;785;846;1,365;50;2,023;3,687;2,740;2,111;301;392
Jan 25, 2020;12:00 PM;1,229;325;805;844;1,428;50;2,023;3,707;2,678;2,111;236;393
Jan 25, 2020;12:15 PM;1,231;321;823;840;1,435;50;2,023;3,703;2,668;2,105;201;391
Jan 25, 2020;12:30 PM;1,234;321;811;829;1,440;50;2,023;3,697;2,655;2,110;200;386
Jan 25, 2020;12:45 PM;1,233;332;829;827;1,431;50;2,022;3,704;2,639;2,107;151;388
Jan 25, 2020;1:00 PM;1,236;347;869;816;1,414;50;2,023;3,710;2,613;2,095;186;392
Jan 25, 2020;1:15 PM;1,232;330;893;789;1,380;50;2,022;3,720;2,601;2,099;95;394
Jan 25, 2020;1:30 PM;1,237;330;872;775;1,294;50;2,021;3,724;2,586;2,093;81;394
Jan 25, 2020;1:45 PM;1,238;330;841;763;1,218;50;2,020;3,728;2,586;2,116;66;393
Jan 25, 2020;2:00 PM;1,235;339;853;744;1,149;50;2,022;3,760;2,605;2,112;98;393
Jan 25, 2020;2:15 PM;1,233;342;896;730;1,061;50;2,021;3,766;2,605;2,113;88;392
Jan 25, 2020;2:30 PM;1,238;343;901;711;956;50;2,021;3,771;2,600;2,111;82;392
Jan 25, 2020;2:45 PM;1,235;351;887;686;841;50;2,020;3,779;2,592;2,118;127;391
Jan 25, 2020;3:00 PM;1,236;344;873;708;727;50;2,019;3,776;2,602;2,107;62;392
Jan 25, 2020;3:15 PM;1,231;343;879;683;603;50;2,019;3,775;2,607;2,116;75;392
Jan 25, 2020;3:30 PM;1,235;343;860;657;477;50;2,019;3,780;2,624;2,112;111;386
Jan 25, 2020;3:45 PM;1,236;336;871;631;355;50;2,019;3,824;2,639;2,116;156;382
Jan 25, 2020;4:00 PM;1,240;339;890;638;241;50;2,020;3,863;2,703;2,105;175;389
Jan 25, 2020;4:15 PM;1,240;339;892;667;143;50;2,020;3,875;2,746;2,116;146;389
Jan 25, 2020;4:30 PM;1,241;344;853;703;65;50;2,020;3,869;2,769;2,108;356;391
Jan 25, 2020;4:45 PM;1,239;372;869;710;18;50;2,020;3,878;2,773;2,117;428;378
Jan 25, 2020;5:00 PM;1,238;360;875;678;2;50;2,016;3,890;2,778;2,116;264;385
Jan 25, 2020;5:15 PM;1,238;375;873;657;0;50;2,017;3,901;2,784;2,123;502;391
Jan 25, 2020;5:30 PM;1,237;381;866;658;0;50;2,018;3,903;2,781;2,114;842;390
Jan 25, 2020;5:45 PM;1,234;392;888;644;0;50;2,017;3,910;2,781;2,117;904;387
Jan 25, 2020;6:00 PM;1,233;394;903;642;0;50;2,017;3,892;2,780;2,109;1,162;390
Jan 25, 2020;6:15 PM;1,235;387;922;645;0;50;2,017;3,902;2,780;2,109;1,067;390
Jan 25, 2020;6:30 PM;1,232;381;955;667;0;50;2,016;3,893;2,779;2,098;1,059;390
Jan 25, 2020;6:45 PM;1,231;392;966;687;0;50;2,017;3,901;2,777;2,099;886;391
Jan 25, 2020;7:00 PM;1,239;393;965;686;0;50;2,017;3,907;2,785;2,094;958;391
Jan 25, 2020;7:15 PM;1,240;389;958;690;0;50;2,017;3,892;2,773;2,111;744;391
Jan 25, 2020;7:30 PM;1,239;364;975;703;0;50;2,016;3,894;2,759;2,109;569;390
Jan 25, 2020;7:45 PM;1,246;330;991;710;0;50;2,015;3,897;2,736;2,123;455;391
Jan 25, 2020;8:00 PM;1,246;337;995;716;0;50;2,018;3,899;2,725;2,115;369;392
Jan 25, 2020;8:15 PM;1,246;338;1,023;723;0;50;2,017;3,876;2,720;2,123;111;391
Jan 25, 2020;8:30 PM;1,245;332;1,070;734;0;50;2,016;3,870;2,695;2,087;64;392
Jan 25, 2020;8:45 PM;1,245;328;1,110;736;0;50;2,018;3,852;2,673;2,077;55;393
Jan 25, 2020;9:00 PM;1,246;346;1,097;753;0;50;2,019;3,863;2,668;2,068;91;394
Jan 25, 2020;9:15 PM;1,248;336;1,066;771;0;50;2,018;3,875;2,599;2,075;26;392
Jan 25, 2020;9:30 PM;1,240;339;1,047;784;0;50;2,019;3,884;2,535;2,070;24;392
Jan 25, 2020;9:45 PM;1,245;339;1,024;786;0;50;2,018;3,873;2,479;2,072;21;391
Jan 25, 2020;10:00 PM;1,244;350;1,044;792;0;50;2,020;3,877;2,435;2,067;76;392
Jan 25, 2020;10:15 PM;1,241;351;1,026;817;0;50;2,018;3,873;2,359;2,068;45;394
Jan 25, 2020;10:30 PM;1,245;350;1,028;829;0;50;2,019;3,882;2,288;2,066;49;392
Jan 25, 2020;10:45 PM;1,241;330;1,055;810;0;50;2,019;3,860;2,138;2,061;21;391
Jan 25, 2020;11:00 PM;1,241;330;1,067;800;0;50;2,021;3,897;2,031;2,072;70;392
Jan 25, 2020;11:15 PM;1,242;335;1,071;788;0;50;2,019;3,903;1,936;2,074;64;391
Jan 25, 2020;11:30 PM;1,242;338;1,065;799;0;50;2,019;3,900;1,732;2,080;60;392
Jan 25, 2020;11:45 PM;1,241;337;1,061;811;0;50;2,019;3,783;1,646;1,995;99;394
Jan 26, 2020;12:00 AM;1,237;358;1,054;807;0;49;2,022;3,658;1,414;1,785;111;392
Jan 26, 2020;12:15 AM;1,234;350;1,030;805;0;50;2,021;3,607;1,325;1,624;147;389
Jan 26, 2020;12:30 AM;1,234;356;1,016;797;0;49;2,021;3,475;1,294;1,554;154;392
Jan 26, 2020;12:45 AM;1,233;356;1,038;779;0;49;2,020;3,241;1,288;1,566;228;391
Jan 26, 2020;1:00 AM;1,236;359;1,050;763;0;49;2,021;3,158;1,263;1,563;159;389
Jan 26, 2020;1:15 AM;1,233;357;1,034;768;0;49;2,021;3,122;1,270;1,571;116;391
Jan 26, 2020;1:30 AM;1,226;358;1,004;786;0;49;2,020;3,092;1,268;1,561;81;390
Jan 26, 2020;1:45 AM;1,226;357;935;779;0;49;2,021;3,019;1,265;1,567;66;389
Jan 26, 2020;2:00 AM;1,229;363;899;775;0;49;2,022;2,929;1,244;1,561;112;388
Jan 26, 2020;2:15 AM;1,226;349;891;773;0;49;2,021;2,846;1,233;1,568;99;390
Jan 26, 2020;2:30 AM;1,227;347;907;765;0;49;2,020;2,789;1,234;1,561;94;389
Jan 26, 2020;2:45 AM;1,224;344;943;751;0;49;2,020;2,709;1,200;1,536;74;384
Jan 26, 2020;3:00 AM;1,224;342;946;762;0;49;2,022;2,633;1,041;1,488;33;389
Jan 26, 2020;3:15 AM;1,224;341;926;781;0;49;2,022;2,599;971;1,474;32;393
Jan 26, 2020;3:30 AM;1,223;343;894;785;0;49;2,023;2,599;961;1,468;47;391
Jan 26, 2020;3:45 AM;1,222;340;886;789;0;49;2,022;2,598;960;1,471;34;392
Jan 26, 2020;4:00 AM;1,217;339;857;796;0;49;2,023;2,619;964;1,455;47;391
Jan 26, 2020;4:15 AM;1,221;339;820;840;0;49;2,022;2,653;956;1,461;49;392
Jan 26, 2020;4:30 AM;1,218;335;778;877;0;49;2,022;2,679;950;1,459;47;392
Jan 26, 2020;4:45 AM;1,217;329;786;888;0;49;2,022;2,722;952;1,464;45;392
Jan 26, 2020;5:00 AM;1,219;324;818;888;0;49;2,022;2,781;961;1,472;84;392
Jan 26, 2020;5:15 AM;1,216;322;841;892;0;49;2,022;2,806;962;1,479;52;391
Jan 26, 2020;5:30 AM;1,216;321;829;890;0;49;2,022;2,811;962;1,479;46;392
Jan 26, 2020;5:45 AM;1,217;317;808;908;0;50;2,023;2,821;974;1,472;32;391
Jan 26, 2020;6:00 AM;1,219;317;786;933;0;50;2,023;2,822;996;1,460;47;391
Jan 26, 2020;6:15 AM;1,218;317;769;952;0;50;2,023;2,815;996;1,475;42;390
Jan 26, 2020;6:30 AM;1,213;318;748;954;0;50;2,024;2,823;998;1,471;49;390
Jan 26, 2020;6:45 AM;1,213;322;758;971;0;50;2,024;2,836;1,006;1,484;57;392
Jan 26, 2020;7:00 AM;1,215;323;798;971;0;50;2,022;2,839;1,095;1,471;35;390
Jan 26, 2020;7:15 AM;1,218;324;857;979;0;50;2,022;2,878;1,114;1,484;27;391
Jan 26, 2020;7:30 AM;1,221;328;888;978;0;50;2,022;2,933;1,134;1,490;34;391
Jan 26, 2020;7:45 AM;1,219;338;882;986;1;50;2,022;3,026;1,148;1,508;79;389
Jan 26, 2020;8:00 AM;1,219;317;860;987;15;50;2,021;3,107;1,274;1,543;60;391
Jan 26, 2020;8:15 AM;1,222;320;846;1,025;59;50;2,020;3,171;1,310;1,547;53;393
Jan 26, 2020;8:30 AM;1,220;319;849;1,049;131;50;2,020;3,185;1,322;1,546;140;393
Jan 26, 2020;8:45 AM;1,219;309;878;1,054;238;50;2,020;3,188;1,364;1,557;141;392
Jan 26, 2020;9:00 AM;1,222;318;913;1,027;366;50;2,018;3,140;1,503;1,558;229;391
Jan 26, 2020;9:15 AM;1,220;307;905;1,028;501;50;2,019;3,090;1,524;1,560;387;391
Jan 26, 2020;9:30 AM;1,224;304;912;1,044;635;50;2,020;3,077;1,530;1,577;368;392
Jan 26, 2020;9:45 AM;1,229;308;915;1,054;780;50;2,020;3,091;1,547;1,579;316;394
Jan 26, 2020;10:00 AM;1,230;300;899;1,081;906;50;2,019;3,085;1,562;1,591;170;392
Jan 26, 2020;10:15 AM;1,228;299;870;1,115;1,040;50;2,019;3,070;1,566;1,585;141;391
Jan 26, 2020;10:30 AM;1,228;296;872;1,131;1,168;50;2,019;3,071;1,548;1,582;135;389
Jan 26, 2020;10:45 AM;1,229;295;923;1,107;1,313;50;2,018;3,075;1,486;1,583;116;391
Jan 26, 2020;11:00 AM;1,232;297;935;1,046;1,445;50;2,019;3,091;1,437;1,590;118;392
Jan 26, 2020;11:15 AM;1,230;301;977;1,061;1,563;50;2,019;3,082;1,408;1,585;120;391
Jan 26, 2020;11:30 AM;1,231;309;984;1,094;1,681;50;2,018;3,084;1,390;1,578;176;391
Jan 26, 2020;11:45 AM;1,233;297;963;1,084;1,729;50;2,017;3,084;1,397;1,584;139;393
Jan 26, 2020;12:00 PM;1,230;297;946;1,078;1,791;50;2,018;3,137;1,408;1,577;178;393
Jan 26, 2020;12:15 PM;1,230;307;942;1,092;1,833;50;2,017;3,181;1,383;1,576;148;392
Jan 26, 2020;12:30 PM;1,231;307;939;1,088;1,847;50;2,017;3,196;1,313;1,578;135;393
Jan 26, 2020;12:45 PM;1,233;306;927;1,083;1,855;50;2,017;3,193;1,286;1,568;117;392
Jan 26, 2020;1:00 PM;1,233;317;917;1,057;1,841;50;2,017;3,194;1,255;1,529;56;391
Jan 26, 2020;1:15 PM;1,233;308;911;1,017;1,809;50;2,014;3,180;1,231;1,531;8;392
Jan 26, 2020;1:30 PM;1,236;308;894;1,015;1,769;50;2,015;3,184;1,210;1,530;2;391
Jan 26, 2020;1:45 PM;1,231;306;855;1,022;1,705;50;2,015;3,191;1,211;1,529;2;394
Jan 26, 2020;2:00 PM;1,234;308;832;1,011;1,625;50;2,016;3,189;1,247;1,522;8;394
Jan 26, 2020;2:15 PM;1,234;306;795;1,009;1,501;50;2,014;3,192;1,263;1,528;12;395
Jan 26, 2020;2:30 PM;1,235;320;778;995;1,358;50;2,014;3,196;1,270;1,517;18;395
Jan 26, 2020;2:45 PM;1,239;314;782;995;1,199;50;2,012;3,184;1,269;1,534;46;395
Jan 26, 2020;3:00 PM;1,239;310;769;996;1,033;50;2,014;3,186;1,273;1,552;74;395
Jan 26, 2020;3:15 PM;1,238;308;778;1,019;865;50;2,014;3,186;1,305;1,567;77;395
Jan 26, 2020;3:30 PM;1,238;306;800;1,050;694;50;2,014;3,188;1,324;1,572;88;398
Jan 26, 2020;3:45 PM;1,239;312;784;1,112;530;50;2,013;3,180;1,355;1,581;121;396
Jan 26, 2020;4:00 PM;1,239;299;736;1,177;374;50;2,012;3,141;1,357;1,587;188;394
